Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
21,2010,5,0,2450000.0,1,135,38,9.7,3103.0,4.0,2.0,2.0,981.0,260.0,1960.0,2,-37.8058,145.0627,5,5682.0
21,5711,3,0,1912000.0,1,73,38,9.7,3103.0,2.0,1.0,2.0,844.0,126.0,1970.0,2,-37.8037,145.0636,5,5682.0
21,6942,2,2,730000.0,1,260,39,9.7,3103.0,2.0,1.0,1.0,130.0,80.0,1960.0,2,-37.812,145.0876,5,5682.0
21,7691,3,0,1500000.0,3,161,39,9.7,3103.0,3.0,2.0,2.0,404.0,190.0,2011.0,2,-37.8075,145.1011,5,5682.0
21,9545,3,0,1850000.0,1,73,39,9.7,3103.0,3.0,1.0,1.0,607.0,126.0,1950.0,2,-37.8058,145.0781,5,5682.0
21,7784,4,0,1700000.0,4,135,46,9.7,3103.0,3.0,1.0,1.0,672.0,115.0,1935.0,2,-37.8099,145.0792,5,5682.0
21,9972,2,0,1010000.0,0,135,46,9.7,3103.0,2.0,0.0,0.0,1611.0,126.0,1970.0,2,-37.8092,145.1016,5,5682.0
22,7176,3,1,1315000.0,1,260,43,9.2,3104.0,3.0,2.0,2.0,260.0,167.0,2000.0,2,-37.7966,145.1021,5,7809.0
22,3083,3,0,1500000.0,0,106,43,9.2,3104.0,3.0,2.0,1.0,778.0,154.0,1950.0,2,-37.7939,145.0789,5,7809.0
22,7647,2,0,1080000.0,1,106,43,9.2,3104.0,2.0,1.0,1.0,253.0,126.0,1970.0,2,-37.7912,145.085,5,7809.0
22,5944,4,0,1905000.0,1,161,45,9.2,3104.0,4.0,2.0,2.0,647.0,185.0,1955.0,2,-37.7917,145.0868,5,7809.0
22,7368,4,0,1900000.0,4,73,45,9.2,3104.0,4.0,2.0,2.0,642.0,215.0,1955.0,2,-37.7988,145.0726,5,7809.0
22,8059,3,0,2251000.0,1,135,45,9.2,3104.0,3.0,1.0,2.0,888.0,137.0,1950.0,2,-37.8002,145.0949,5,7809.0
22,2354,4,0,2205000.0,0,193,45,9.2,3104.0,4.0,2.0,2.0,750.0,214.0,1950.0,2,-37.7906,145.0788,5,7809.0
22,9321,3,0,1265000.0,1,260,45,9.2,3104.0,3.0,2.0,1.0,347.0,160.0,2011.0,2,-37.7947,145.1035,5,7809.0
22,6751,3,0,2000000.0,1,189,48,9.2,3104.0,3.0,1.0,3.0,772.0,126.0,1970.0,2,-37.7938,145.0732,5,7809.0
22,2642,4,0,1750000.0,1,111,48,9.2,3104.0,4.0,2.0,2.0,673.0,185.0,1960.0,2,-37.7856,145.0918,5,7809.0
22,12853,3,0,1450000.0,4,106,48,9.2,3104.0,3.0,1.0,2.0,665.0,124.0,1950.0,2,-37.7862,145.0781,5,7809.0
22,1745,4,0,2614000.0,1,73,48,9.2,3104.0,4.0,2.0,2.0,772.0,150.0,1955.0,2,-37.7959,145.0787,5,7809.0
22,10974,4,0,1825000.0,1,73,48,9.2,3104.0,4.0,2.0,3.0,736.0,225.0,1958.0,2,-37.7944,145.1028,5,7809.0
22,8258,4,0,1570000.0,3,106,49,9.2,3104.0,4.0,2.0,1.0,546.0,126.0,1970.0,2,-37.7863,145.0905,5,7809.0
22,9434,4,0,1750000.0,0,196,51,9.2,3104.0,4.0,3.0,3.0,667.0,126.0,1970.0,2,-37.7898,145.079,5,7809.0
22,2918,3,1,1150000.0,1,47,51,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,2,-37.7893,145.092,5,7809.0
22,12792,3,0,1575000.0,0,161,51,9.2,3104.0,3.0,2.0,2.0,645.0,126.0,1953.0,2,-37.7851,145.0957,5,7809.0
22,7347,4,0,1572000.0,1,260,52,9.2,3104.0,4.0,2.0,2.0,662.0,330.0,1965.0,2,-37.798,145.1007,5,7809.0
22,1067,4,0,1500000.0,4,106,52,9.2,3104.0,3.0,2.0,2.0,610.0,126.0,1970.0,2,-37.784,145.0878,5,7809.0
22,7225,4,1,1400000.0,1,106,52,9.2,3104.0,4.0,2.0,1.0,283.0,126.0,1970.0,2,-37.7982,145.0688,5,7809.0
22,9812,4,0,1850000.0,4,106,53,9.2,3104.0,4.0,2.0,2.0,619.0,254.0,1990.0,2,-37.8025,145.0843,5,7809.0
22,9050,3,0,1480000.0,0,135,53,9.2,3104.0,3.0,1.0,2.0,992.0,126.0,1970.0,2,-37.7977,145.1037,5,7809.0
22,11671,4,0,1400000.0,0,260,56,9.2,3104.0,4.0,2.0,2.0,714.0,126.0,1970.0,2,-37.8007,145.1002,5,7809.0
22,6691,4,0,2130000.0,0,193,56,9.2,3104.0,4.0,3.0,2.0,1274.0,275.0,1970.0,2,-37.7822,145.0907,5,7809.0
22,4670,3,2,1050000.0,1,73,56,9.2,3104.0,3.0,2.0,2.0,244.0,126.0,1970.0,2,-37.7933,145.0672,5,7809.0
22,12344,4,0,1740000.0,4,106,1,9.2,3104.0,4.0,2.0,2.0,610.0,275.0,1993.0,2,-37.7843,145.0891,5,7809.0
22,11717,4,0,2575000.0,0,106,1,9.2,3104.0,4.0,3.0,2.0,657.0,355.0,2006.0,2,-37.7981,145.0904,5,7809.0
22,8336,4,0,1388800.0,1,106,1,9.2,3104.0,3.0,2.0,1.0,517.0,247.0,1970.0,2,-37.783,145.0926,5,7809.0
22,3826,4,0,1702000.0,0,106,2,9.2,3104.0,4.0,2.0,2.0,715.0,126.0,1939.0,2,-37.7943,145.083,5,7809.0
22,10461,2,0,1400000.0,1,161,2,9.2,3104.0,2.0,1.0,1.0,694.0,126.0,1970.0,2,-37.7941,145.1042,5,7809.0
22,4369,2,1,860000.0,1,260,2,9.2,3104.0,2.0,2.0,2.0,204.0,126.0,1970.0,2,-37.8008,145.10399999999996,5,7809.0
22,2316,4,0,1670000.0,3,135,4,9.2,3104.0,4.0,3.0,2.0,689.0,126.0,1970.0,2,-37.7871,145.0843,5,7809.0
22,2784,5,0,1500000.0,1,260,5,9.2,3104.0,3.0,1.0,1.0,800.0,126.0,1950.0,2,-37.8023,145.0976,5,7809.0
22,5757,5,0,2200000.0,4,161,5,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,2,-37.7868,145.0677,5,7809.0
22,11320,4,0,1350000.0,4,106,7,9.2,3104.0,4.0,2.0,2.0,815.0,126.0,1970.0,2,-37.794,145.1019,5,7809.0
22,9904,5,0,2070000.0,3,106,7,9.2,3104.0,5.0,2.0,1.0,1138.0,126.0,1970.0,2,-37.7928,145.1006,5,7809.0
22,5287,3,0,1300000.0,1,135,7,9.2,3104.0,3.0,1.0,2.0,464.0,126.0,1970.0,2,-37.7945,145.0667,5,7809.0
22,29,3,0,1700000.0,4,73,9,9.2,3104.0,3.0,2.0,3.0,763.0,168.0,1960.0,2,-37.7935,145.0865,5,7809.0
22,7969,3,0,1750000.0,4,161,9,9.2,3104.0,2.0,1.0,2.0,854.0,126.0,1948.0,2,-37.7971,145.0672,5,7809.0
22,3070,3,0,980000.0,3,73,10,9.2,3104.0,3.0,1.0,1.0,542.0,126.0,1970.0,2,-37.7832,145.0779,5,7809.0
22,10625,3,0,1230000.0,1,161,10,9.2,3104.0,3.0,3.0,1.0,310.0,188.0,2012.0,2,-37.7949,145.1014,5,7809.0
22,6440,4,0,1950000.0,1,73,10,9.2,3104.0,3.0,3.0,2.0,665.0,232.0,1970.0,2,-37.7889,145.0904,5,7809.0
22,2592,5,0,1750000.0,0,193,12,9.2,3104.0,5.0,2.0,2.0,710.0,170.0,1955.0,2,-37.7907,145.0916,5,7809.0
22,11390,5,0,2000000.0,1,73,12,9.2,3104.0,5.0,2.0,2.0,1002.0,244.0,1950.0,2,-37.796,145.0984,5,7809.0
22,10522,3,0,1818000.0,1,73,12,9.2,3104.0,3.0,1.0,1.0,722.0,90.0,1930.0,2,-37.7956,145.0829,5,7809.0
22,6645,4,0,2170000.0,3,73,13,9.2,3104.0,4.0,2.0,2.0,1040.0,126.0,1970.0,2,-37.7992,145.0907,5,7809.0
22,9645,4,0,2525000.0,0,106,13,9.2,3104.0,4.0,2.0,2.0,1235.0,196.0,1960.0,2,-37.7988,145.089,5,7809.0
22,4976,4,0,1620000.0,1,106,14,9.2,3104.0,4.0,2.0,1.0,654.0,126.0,1960.0,2,-37.7885,145.0854,5,7809.0
22,9483,4,0,1712000.0,1,73,17,9.2,3104.0,3.0,2.0,2.0,639.0,126.0,1970.0,2,-37.7879,145.0929,5,7809.0
22,1886,4,0,1720000.0,0,135,18,9.2,3104.0,4.0,3.0,2.0,869.0,170.0,1950.0,2,-37.8002,145.0999,5,7809.0
22,5678,2,0,1350000.0,3,155,18,9.2,3104.0,2.0,1.0,2.0,467.0,126.0,1970.0,2,-37.7945,145.067,5,7809.0
22,13039,4,0,1675000.0,1,73,18,9.2,3104.0,4.0,2.0,2.0,667.0,201.0,1974.0,2,-37.7835,145.0883,5,7809.0
22,3269,4,1,1680000.0,1,161,18,9.2,3104.0,4.0,3.0,1.0,362.0,200.0,2014.0,2,-37.7987,145.0788,5,7809.0
22,9694,3,0,1800000.0,0,260,19,9.2,3104.0,3.0,1.0,1.0,809.0,126.0,1970.0,2,-37.7976,145.0684,5,7809.0
22,9868,4,0,2205000.0,1,73,21,9.2,3104.0,4.0,2.0,2.0,1010.0,250.0,1950.0,2,-37.7982,145.0903,5,7809.0
22,4554,3,1,1137000.0,1,73,21,9.2,3104.0,3.0,2.0,2.0,349.0,126.0,1970.0,2,-37.7955,145.0694,5,7809.0
22,6431,3,0,2100000.0,4,106,21,9.2,3104.0,3.0,2.0,3.0,949.0,175.0,1940.0,2,-37.796,145.0696,5,7809.0
22,6899,2,0,685000.0,3,106,24,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,2,-37.7935,145.0679,5,7809.0
22,12798,3,0,1335000.0,1,73,24,9.2,3104.0,3.0,2.0,2.0,368.0,177.0,2009.0,2,-37.7846,145.0935,5,7809.0
22,2230,3,0,1600000.0,4,135,26,9.2,3104.0,3.0,2.0,2.0,760.0,126.0,1970.0,2,-37.7867,145.0797,5,7809.0
22,9752,3,0,1830000.0,1,73,26,9.2,3104.0,3.0,2.0,2.0,493.0,126.0,1970.0,2,-37.7938,145.0675,5,7809.0
22,1513,5,0,1500000.0,4,260,27,9.2,3104.0,5.0,2.0,2.0,605.0,126.0,1970.0,2,-37.7832,145.0796,5,7809.0
22,7221,2,2,735000.0,1,47,27,9.2,3104.0,2.0,1.0,1.0,1075.0,126.0,1970.0,2,-37.7953,145.0712,5,7809.0
22,7200,2,2,1040000.0,1,73,30,9.2,3104.0,2.0,1.0,1.0,250.0,112.0,1995.0,2,-37.7996,145.0959,5,7809.0
22,11454,3,0,1520000.0,1,106,31,9.2,3104.0,3.0,1.0,2.0,622.0,126.0,1970.0,2,-37.7882,145.0882,5,7809.0
22,3902,4,0,1250000.0,4,135,31,9.2,3104.0,4.0,2.0,2.0,644.0,153.0,1950.0,2,-37.7997,145.0993,5,7809.0
22,9333,5,0,1875000.0,0,73,35,9.2,3104.0,5.0,3.0,2.0,842.0,200.0,1961.0,2,-37.7854,145.0869,5,7809.0
22,9291,4,0,1530000.0,0,260,35,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,2,-37.7839,145.0954,5,7809.0
22,7027,3,1,1238000.0,1,73,36,9.2,3104.0,3.0,2.0,2.0,186.0,126.0,2010.0,2,-37.8028,145.0828,5,7809.0
22,5734,3,0,1320000.0,1,161,36,9.2,3104.0,3.0,1.0,0.0,635.0,126.0,1960.0,2,-37.7982,145.0839,5,7809.0
22,10030,2,2,560000.0,1,260,36,9.2,3104.0,2.0,1.0,1.0,0.0,126.0,1950.0,2,-37.7961,145.0808,5,7809.0
22,1552,3,0,1651000.0,1,155,36,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,2,-37.7895,145.0985,5,7809.0
22,5752,5,0,1920000.0,1,135,36,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,2,-37.7868,145.0677,5,7809.0
22,2123,5,0,1560000.0,1,192,36,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,2,-37.7898,145.1021,5,7809.0
22,2918,3,0,1038000.0,1,47,38,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,2,-37.7893,145.092,5,7809.0
22,2970,5,0,1660000.0,0,260,38,9.2,3104.0,4.0,3.0,2.0,737.0,193.0,1950.0,2,-37.7975,145.0961,5,7809.0
22,11296,3,0,1260000.0,0,260,38,9.2,3104.0,3.0,2.0,2.0,458.0,126.0,1997.0,2,-37.7908,145.0991,5,7809.0
22,1005,4,0,2155000.0,1,106,39,9.2,3104.0,4.0,2.0,3.0,620.0,126.0,1970.0,2,-37.7985,145.0707,5,7809.0
22,7292,3,0,1225000.0,4,73,39,9.2,3104.0,3.0,2.0,2.0,282.0,126.0,1970.0,2,-37.7936,145.0697,5,7809.0
22,9040,4,0,2150000.0,0,161,39,9.2,3104.0,4.0,2.0,2.0,730.0,126.0,1960.0,2,-37.7993,145.0869,5,7809.0
22,5876,3,0,1770000.0,0,73,39,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,2,-37.7938,145.0838,5,7809.0
22,4627,2,2,691500.0,1,73,46,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,2,-37.7938,145.0666,5,7809.0
22,204,5,0,1836000.0,1,106,46,9.2,3104.0,4.0,2.0,2.0,939.0,126.0,1957.0,2,-37.7998,145.0862,5,7809.0
29,10066,2,2,636000.0,1,260,43,13.0,3204.0,2.0,1.0,2.0,202.0,126.0,1974.0,8,-37.9165,145.0259,5,6795.0
29,5474,2,0,1275000.0,1,255,43,13.0,3204.0,2.0,1.0,2.0,599.0,126.0,1970.0,8,-37.925,145.046,5,6795.0
29,513,3,2,875000.0,1,260,43,13.0,3204.0,3.0,1.0,2.0,348.0,121.0,1950.0,8,-37.9273,145.0479,5,6795.0
29,4794,3,1,895000.0,0,196,43,13.0,3204.0,3.0,2.0,2.0,362.0,126.0,1997.0,8,-37.9336,145.043,5,6795.0
29,1576,3,0,1425000.0,1,32,45,13.0,3204.0,3.0,2.0,2.0,613.0,143.0,1960.0,8,-37.9311,145.0428,5,6795.0
29,7036,2,1,851000.0,1,260,45,13.0,3204.0,2.0,1.0,1.0,140.0,250.0,1970.0,8,-37.9204,145.0443,5,6795.0
29,1844,3,0,1222500.0,1,196,47,13.0,3204.0,3.0,2.0,2.0,299.0,181.0,2000.0,8,-37.9272,145.0406,5,6795.0
29,2180,4,0,1260000.0,0,260,48,13.0,3204.0,4.0,2.0,2.0,793.0,126.0,1970.0,8,-37.9232,145.0502,5,6795.0
29,3599,3,1,900000.0,0,260,49,13.0,3204.0,3.0,2.0,1.0,418.0,126.0,1925.0,8,-37.9172,145.0421,5,6795.0
29,2977,3,0,1100000.0,4,32,49,13.0,3204.0,3.0,2.0,2.0,0.0,126.0,1970.0,8,-37.922,145.0302,5,6795.0
29,2366,3,0,1317500.0,1,32,49,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,8,-37.9149,145.0254,5,6795.0
29,12520,2,2,360000.0,0,32,51,13.0,3204.0,2.0,1.0,1.0,0.0,69.0,1965.0,8,-37.9332,145.045,5,6795.0
29,2214,4,1,1435000.0,1,260,51,13.0,3204.0,3.0,3.0,2.0,291.0,212.0,2012.0,8,-37.9278,145.0337,5,6795.0
29,3105,3,0,1110000.0,1,32,51,13.0,3204.0,3.0,1.0,2.0,692.0,164.0,1940.0,8,-37.9263,145.04,5,6795.0
29,12472,4,0,2435000.0,1,32,51,13.0,3204.0,3.0,2.0,2.0,795.0,250.0,1928.0,8,-37.9166,145.0314,5,6795.0
29,5714,3,0,1500000.0,0,260,52,13.0,3204.0,3.0,2.0,1.0,565.0,222.0,1940.0,8,-37.9134,145.0263,5,6795.0
29,8345,4,0,1300000.0,0,32,53,13.0,3204.0,4.0,2.0,2.0,697.0,194.0,1940.0,8,-37.9318,145.0474,5,6795.0
29,439,2,0,855000.0,1,32,53,13.0,3204.0,2.0,1.0,1.0,298.0,126.0,1970.0,8,-37.9247,145.0287,5,6795.0
29,10747,3,0,1125000.0,1,260,56,13.0,3204.0,3.0,1.0,2.0,584.0,116.0,1948.0,8,-37.9199,145.0477,5,6795.0
29,7656,3,0,1135000.0,3,163,56,13.0,3204.0,3.0,1.0,2.0,627.0,126.0,1970.0,8,-37.9321,145.0472,5,6795.0
29,10667,3,0,867000.0,1,260,56,13.0,3204.0,3.0,2.0,1.0,578.0,126.0,1970.0,8,-37.9344,145.0481,5,6795.0
29,12127,4,0,1328000.0,1,260,1,13.0,3204.0,3.0,2.0,2.0,610.0,112.0,1940.0,8,-37.9291,145.0472,5,6795.0
29,8507,3,0,1340000.0,1,260,1,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,8,-37.9279,145.031,5,6795.0
29,10692,4,1,1155000.0,1,32,1,13.0,3204.0,4.0,3.0,2.0,271.0,205.0,2010.0,8,-37.9252,145.0494,5,6795.0
29,10534,3,0,770000.0,4,255,2,13.0,3204.0,3.0,2.0,2.0,0.0,126.0,1987.0,8,-37.9193,145.0438,5,6795.0
29,596,2,0,855000.0,3,135,2,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,8,-37.9243,145.0376,5,6795.0
29,534,3,1,1100000.0,3,32,2,13.0,3204.0,3.0,2.0,2.0,333.0,126.0,1970.0,8,-37.9292,145.0341,5,6795.0
29,2420,2,2,650000.0,3,260,2,13.0,3204.0,2.0,1.0,1.0,116.0,92.0,1960.0,8,-37.9245,145.0336,5,6795.0
29,13073,4,0,2255000.0,1,260,2,13.0,3204.0,4.0,3.0,2.0,557.0,353.0,2008.0,8,-37.9132,145.0251,5,6795.0
29,11464,3,0,1470000.0,1,140,3,13.0,3204.0,3.0,2.0,2.0,613.0,126.0,1950.0,8,-37.929,145.0464,5,6795.0
29,1134,2,2,420000.0,0,32,7,13.0,3204.0,2.0,1.0,0.0,1045.0,126.0,1970.0,8,-37.9158,145.0379,5,6795.0
29,1584,4,0,1450000.0,1,260,7,13.0,3204.0,4.0,1.0,1.0,567.0,126.0,1970.0,8,-37.9149,145.0252,5,6795.0
29,1264,3,0,1200000.0,0,260,7,13.0,3204.0,3.0,2.0,2.0,590.0,126.0,1970.0,8,-37.9256,145.0497,5,6795.0
29,1606,4,0,1860000.0,0,140,7,13.0,3204.0,4.0,2.0,3.0,855.0,197.0,1930.0,8,-37.9163,145.0324,5,6795.0
29,4444,2,2,725000.0,1,260,9,13.0,3204.0,2.0,1.0,1.0,227.0,100.0,1990.0,8,-37.9326,145.0387,5,6795.0
29,10787,3,0,1293000.0,1,32,12,13.0,3204.0,3.0,1.0,1.0,632.0,108.0,1950.0,8,-37.9282,145.0367,5,6795.0
29,8249,3,0,1390000.0,1,32,12,13.0,3204.0,3.0,1.0,2.0,723.0,126.0,1925.0,8,-37.9203,145.048,5,6795.0
29,2964,3,0,1400000.0,3,32,12,13.0,3204.0,3.0,2.0,1.0,699.0,126.0,1970.0,8,-37.9316,145.0454,5,6795.0
29,7764,3,0,1328000.0,1,255,12,13.0,3204.0,3.0,2.0,2.0,690.0,245.0,1970.0,8,-37.9317,145.0469,5,6795.0
29,9759,4,1,1247000.0,1,260,12,13.0,3204.0,4.0,2.0,3.0,354.0,255.0,2008.0,8,-37.9326,145.0441,5,6795.0
29,2697,3,0,1311000.0,1,32,12,13.0,3204.0,3.0,2.0,2.0,592.0,126.0,1970.0,8,-37.933,145.0466,5,6795.0
29,8628,3,0,1100000.0,1,260,12,13.0,3204.0,3.0,1.0,2.0,382.0,126.0,1970.0,8,-37.9187,145.0461,5,6795.0
29,8533,3,0,1327500.0,1,260,13,13.0,3204.0,3.0,1.0,2.0,700.0,126.0,1970.0,8,-37.9228,145.0476,5,6795.0
29,9328,4,0,1560000.0,0,32,13,13.0,3204.0,4.0,3.0,1.0,695.0,126.0,1970.0,8,-37.9149,145.0469,5,6795.0
29,8474,3,0,1370000.0,1,260,14,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,8,-37.9256,145.0374,5,6795.0
29,2820,3,0,1100000.0,1,32,14,13.0,3204.0,3.0,1.0,2.0,632.0,126.0,1970.0,8,-37.921,145.0411,5,6795.0
29,3027,4,0,1385000.0,1,260,14,13.0,3204.0,4.0,2.0,1.0,576.0,126.0,1920.0,8,-37.9152,145.0244,5,6795.0
29,10752,3,1,1275000.0,1,260,17,13.0,3204.0,3.0,2.0,2.0,309.0,126.0,1970.0,8,-37.9287,145.0461,5,6795.0
29,11411,3,0,1095000.0,1,32,17,13.0,3204.0,3.0,2.0,1.0,581.0,170.0,1965.0,8,-37.9286,145.0495,5,6795.0
29,923,2,2,797500.0,1,196,17,13.0,3204.0,2.0,1.0,2.0,321.0,126.0,1970.0,8,-37.9257,145.0501,5,6795.0
29,7009,2,2,725000.0,1,260,18,13.0,3204.0,2.0,1.0,1.0,677.0,88.0,2012.0,8,-37.9173,145.0359,5,6795.0
29,4314,3,1,825000.0,1,32,18,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,8,-37.9317,145.0352,5,6795.0
29,12244,3,1,1235000.0,1,32,18,13.0,3204.0,3.0,2.0,2.0,0.0,160.0,2012.0,8,-37.9289,145.0478,5,6795.0
29,3895,5,0,1600000.0,4,82,19,13.0,3204.0,5.0,3.0,2.0,772.0,126.0,1986.0,8,-37.9168,145.04,5,6795.0
29,9911,3,0,1165000.0,0,32,19,13.0,3204.0,3.0,1.0,2.0,694.0,125.0,1950.0,8,-37.9315,145.0445,5,6795.0
29,2844,4,0,1355000.0,1,260,19,13.0,3204.0,4.0,2.0,3.0,591.0,126.0,1970.0,8,-37.9215,145.0505,5,6795.0
29,6009,3,0,1448000.0,1,260,21,13.0,3204.0,3.0,2.0,3.0,568.0,126.0,1970.0,8,-37.9246,145.0383,5,6795.0
29,851,2,2,820000.0,1,260,21,13.0,3204.0,2.0,1.0,3.0,336.0,109.0,1960.0,8,-37.929,145.0375,5,6795.0
29,4229,3,0,895000.0,1,32,24,13.0,3204.0,3.0,1.0,2.0,0.0,126.0,1970.0,8,-37.9307,145.0444,5,6795.0
29,6858,4,0,1041000.0,1,255,24,13.0,3204.0,4.0,2.0,1.0,292.0,126.0,1970.0,8,-37.9148,145.0243,5,6795.0
29,12689,4,0,1430000.0,1,260,26,13.0,3204.0,4.0,2.0,2.0,611.0,168.0,1970.0,8,-37.9289,145.0481,5,6795.0
29,2299,2,0,910000.0,1,32,26,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,8,-37.9178,145.0413,5,6795.0
29,11544,3,0,1350000.0,1,35,30,13.0,3204.0,3.0,1.0,1.0,617.0,126.0,1970.0,8,-37.9282,145.047,5,6795.0
29,1639,2,2,635000.0,1,260,30,13.0,3204.0,2.0,1.0,2.0,118.0,126.0,1970.0,8,-37.9245,145.0336,5,6795.0
29,9288,5,0,1900000.0,1,255,31,13.0,3204.0,5.0,2.0,2.0,567.0,250.0,1926.0,8,-37.9144,145.0401,5,6795.0
29,11833,3,0,1230000.0,1,260,31,13.0,3204.0,3.0,1.0,2.0,676.0,126.0,1970.0,8,-37.9161,145.0284,5,6795.0
29,9671,4,0,1650000.0,1,94,32,13.0,3204.0,3.0,2.0,2.0,570.0,126.0,1930.0,8,-37.9139,145.0395,5,6795.0
29,4086,2,1,670000.0,0,32,32,13.0,3204.0,2.0,2.0,1.0,123.0,90.0,2007.0,8,-37.9307,145.0379,5,6795.0
29,8997,2,1,680000.0,0,17,36,13.0,3204.0,2.0,1.0,1.0,83.0,107.0,1998.0,8,-37.9259,145.0341,5,6795.0
29,12893,4,1,1320000.0,1,32,36,13.0,3204.0,4.0,3.0,3.0,346.0,220.0,2010.0,8,-37.9294,145.041,5,6795.0
29,13360,4,0,1380000.0,1,35,36,13.0,3204.0,4.0,1.0,2.0,580.0,126.0,1970.0,8,-37.9263,145.0422,5,6795.0
29,5234,3,0,1535000.0,1,32,39,13.0,3204.0,2.0,2.0,2.0,572.0,150.0,1930.0,8,-37.9148,145.0404,5,6795.0
29,3134,3,2,1096000.0,1,35,39,13.0,3204.0,3.0,2.0,2.0,292.0,126.0,1970.0,8,-37.9273,145.0324,5,6795.0
29,5478,5,0,1385000.0,1,32,39,13.0,3204.0,5.0,2.0,2.0,664.0,178.0,1950.0,8,-37.9241,145.048,5,6795.0
29,12552,3,2,517500.0,1,32,39,13.0,3204.0,3.0,1.0,1.0,0.0,126.0,1970.0,8,-37.9178,145.0511,5,6795.0
29,11375,4,1,1245000.0,1,32,39,13.0,3204.0,4.0,2.0,2.0,345.0,126.0,1970.0,8,-37.9291,145.0491,5,6795.0
29,10206,2,2,503000.0,1,32,39,13.0,3204.0,2.0,1.0,1.0,0.0,126.0,1960.0,8,-37.9159,145.0285,5,6795.0
29,4320,2,2,760000.0,1,32,46,13.0,3204.0,2.0,1.0,1.0,192.0,126.0,1970.0,8,-37.9193,145.0484,5,6795.0
29,11085,2,2,405000.0,1,82,46,13.0,3204.0,2.0,1.0,1.0,0.0,126.0,1968.0,8,-37.9159,145.039,5,6795.0
30,3721,2,0,1410000.0,1,260,43,13.9,3165.0,2.0,1.0,2.0,768.0,126.0,1970.0,8,-37.9305,145.0547,5,10969.0
30,840,3,1,760000.0,0,260,43,13.9,3165.0,3.0,1.0,2.0,287.0,126.0,1970.0,8,-37.9261,145.0566,5,10969.0
30,7416,2,0,825000.0,1,32,43,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,8,-37.9237,145.0763,5,10969.0
30,6624,2,2,746000.0,1,260,45,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,8,-37.9255,145.0796,5,10969.0
30,2864,1,2,580000.0,1,255,45,13.9,3165.0,1.0,1.0,1.0,105.0,126.0,1970.0,8,-37.9181,145.0586,5,10969.0
30,3886,5,0,1275000.0,3,32,45,13.9,3165.0,5.0,2.0,2.0,683.0,190.0,1960.0,8,-37.9333,145.0602,5,10969.0
30,13248,3,0,1206000.0,1,35,45,13.9,3165.0,3.0,1.0,2.0,603.0,126.0,1970.0,8,-37.9155,145.0723,5,10969.0
30,2863,3,1,1115000.0,1,32,48,13.9,3165.0,3.0,2.0,2.0,297.0,126.0,1970.0,8,-37.9135,145.0774,5,10969.0
30,12193,4,0,1190000.0,1,196,48,13.9,3165.0,4.0,2.0,3.0,591.0,126.0,1970.0,8,-37.9166,145.0719,5,10969.0
30,8235,4,0,1270000.0,1,35,48,13.9,3165.0,4.0,2.0,1.0,0.0,126.0,1970.0,8,-37.9174,145.0717,5,10969.0
30,696,3,2,1025000.0,1,255,48,13.9,3165.0,3.0,2.0,2.0,384.0,120.0,1999.0,8,-37.9229,145.0557,5,10969.0
30,11030,3,2,740000.0,0,94,48,13.9,3165.0,3.0,2.0,1.0,258.0,126.0,1970.0,8,-37.9244,145.0547,5,10969.0
30,4577,2,2,495000.0,1,255,49,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,8,-37.91,145.0842,5,10969.0
30,12897,2,2,570000.0,1,260,49,13.9,3165.0,2.0,1.0,1.0,145.0,126.0,1970.0,8,-37.9193,145.0659,5,10969.0
30,5775,4,0,1220000.0,1,94,49,13.9,3165.0,3.0,2.0,2.0,585.0,178.0,1950.0,8,-37.9167,145.0771,5,10969.0
30,2257,3,0,885000.0,1,35,49,13.9,3165.0,3.0,1.0,2.0,565.0,110.0,1950.0,8,-37.9262,145.0808,5,10969.0
30,3632,3,1,830000.0,0,32,49,13.9,3165.0,0.0,2.0,2.0,292.0,141.0,2012.0,8,-37.9168,145.069,5,10969.0
